mu,delta,n123,n12,n3,n4
0.2222222222222222,0.1111111111111111,2.9999999999999982,1.9999999999999984,0.9999999999999993,2.1316828055708434e-30
0.2222222222222222,0.3333333333333333,1.4952025976769883,0.4968017317846587,0.9984008658923295,0.20063965364306843
0.2222222222222222,0.5555555555555556,1.4952025976769883,0.49680173178465864,0.9984008658923296,0.2006396536430685
0.2222222222222222,0.7777777777777778,1.495202597676988,0.49680173178465853,0.99840086589233,0.2006396536430684
0.2222222222222222,1.0,1.4952025976769896,0.4968017317846585,0.9984008658923302,0.2006396536430685
0.6666666666666666,-1.0,1.5000000000000018,1.5000000000000018,1.3601453924352466e-30,0.20000000000000012
0.6666666666666666,-0.7777777777777778,1.500000000000002,1.500000000000002,4.429261838430332e-30,0.2
0.6666666666666666,-0.5555555555555556,1.4999999999999987,1.4999999999999987,2.402087214602253e-30,0.2000000000000001
0.6666666666666666,-0.3333333333333333,1.5000000000000016,1.5000000000000016,5.774010721869424e-30,0.2
0.6666666666666666,-0.1111111111111111,0.0011284134404382841,0.0007522756269588589,0.00037613781347942886,0.3998495448746081
0.6666666666666666,0.1111111111111111,0.0011284134404385803,0.0007522756269590562,0.0003761378134795278,0.3998495448746081
0.6666666666666666,0.3333333333333333,0.7502058732876048,0.00013724885840331268,0.7500686244292014,0.29997255022831926
0.6666666666666666,0.5555555555555556,0.7502058732876055,0.00013724885840331308,0.7500686244292021,0.2999725502283195
0.6666666666666666,0.7777777777777778,0.7502058732876056,0.0001372488584033134,0.7500686244292022,0.29997255022831953
0.6666666666666666,1.0,0.7502058732876055,0.0001372488584033134,0.7500686244292021,0.29997255022831953
1.1111111111111112,-1.0,1.499999999999998,1.499999999999998,1.7663211703636807e-30,0.2
1.1111111111111112,-0.7777777777777778,1.4999999999999998,1.4999999999999998,2.1155290259743485e-30,0.1999999999999999
1.1111111111111112,-0.5555555555555556,0.00021054464218804654,0.00014036309479203112,7.018154739601544e-5,0.3999719273810419
1.1111111111111112,-0.3333333333333333,0.0002105446421877795,0.000140363094791853,7.018154739592648e-5,0.3999719273810419
1.1111111111111112,-0.1111111111111111,0.00021054464218761386,0.0001403630947917425,7.01815473958712e-5,0.39997192738104165
1.1111111111111112,0.1111111111111111,0.00021054464218792722,0.0001403630947919516,7.018154739597577e-5,0.39997192738104204
1.1111111111111112,0.3333333333333333,0.00021054464218759917,0.0001403630947917329,7.018154739586637e-5,0.39997192738104237
1.1111111111111112,0.5555555555555556,0.7500586123870617,3.9074924708496216e-5,0.7500195374623533,0.299992185015058
1.1111111111111112,0.7777777777777778,0.7500586123870624,3.9074924708496473e-5,0.7500195374623541,0.2999921850150583
1.1111111111111112,1.0,0.750058612387062,3.907492470849536e-5,0.7500195374623536,0.2999921850150581
1.5555555555555556,-1.0,8.74349942745857e-5,5.82899961830571e-5,2.9144998091528528e-5,0.39998834200076344
1.5555555555555556,-0.7777777777777778,8.743499427499699e-5,5.82899961833313e-5,2.9144998091665646e-5,0.3999883420007636
1.5555555555555556,-0.5555555555555556,8.74349942746394e-5,5.8289996183092936e-5,2.914499809154638e-5,0.3999883420007634
1.5555555555555556,-0.3333333333333333,8.743499427537684e-5,5.828999618358453e-5,2.9144998091792267e-5,0.3999883420007624
1.5555555555555556,-0.1111111111111111,8.743499427496347e-5,5.828999618330903e-5,2.9144998091654505e-5,0.399988342000764
1.5555555555555556,0.1111111111111111,8.743499427409623e-5,5.8289996182730894e-5,2.9144998091365406e-5,0.3999883420007638
1.5555555555555556,0.3333333333333333,8.743499427295348e-5,5.828999618196892e-5,2.9144998090984472e-5,0.39998834200076305
1.5555555555555556,0.5555555555555556,8.743499427612404e-5,5.8289996184082636e-5,2.914499809204131e-5,0.39998834200076305
1.5555555555555556,0.7777777777777778,0.7500274158660508,1.82772440338864e-5,0.750009138622017,0.29999634455119323
1.5555555555555556,1.0,0.7500274158660509,1.8277244033886545e-5,0.750009138622017,0.2999963445511933
2.0,-1.0,4.7670786627492686e-5,3.1780524418328394e-5,1.589026220916422e-5,0.39999364389511627
2.0,-0.7777777777777778,4.7670786628823924e-5,3.178052441921587e-5,1.5890262209607954e-5,0.39999364389511594
2.0,-0.5555555555555556,4.7670786628244025e-5,3.1780524418829336e-5,1.5890262209414685e-5,0.39999364389511605
2.0,-0.3333333333333333,4.767078662702362e-5,3.178052441801569e-5,1.5890262209007855e-5,0.39999364389511627
2.0,-0.1111111111111111,4.767078662732718e-5,3.17805244182181e-5,1.5890262209109052e-5,0.3999936438951158
2.0,0.1111111111111111,4.7670786626991974e-5,3.1780524417994555e-5,1.5890262208997277e-5,0.3999936438951158
2.0,0.3333333333333333,4.767078662789203e-5,3.17805244185946e-5,1.5890262209297334e-5,0.3999936438951158
2.0,0.5555555555555556,4.76707866283484e-5,3.1780524418898895e-5,1.5890262209449478e-5,0.39999364389511605
2.0,0.7777777777777778,4.767078662813954e-5,3.178052441875965e-5,1.589026220937987e-5,0.3999936438951167
2.0,1.0,0.7500158493340325,1.0566222688513866e-5,0.750005283111344,0.29999788675546213
